ordem,entrevistado,startTime,endTime,duracao,fase
2035,12-Helder-Y,00:18:42,00:18:51,00:00:09,Mapping
2036,12-Helder-Y,00:18:51,00:19:04,00:00:13,Testing
2037,12-Helder-Y,00:19:04,00:19:21,00:00:17,Mapping
2038,12-Helder-Y,00:19:21,00:19:23,00:00:02,Testing
2039,12-Helder-Y,00:19:23,00:19:25,00:00:02,Mapping
2040,12-Helder-Y,00:19:26,00:19:31,00:00:05,Testing
2041,12-Helder-Y,00:19:31,00:19:38,00:00:07,Mapping
2042,12-Helder-Y,00:19:39,00:19:40,00:00:02,Testing
2043,12-Helder-Y,00:19:40,00:19:47,00:00:07,Mapping
2044,12-Helder-Y,00:19:47,00:19:49,00:00:02,Testing
2045,12-Helder-Y,00:19:50,00:19:52,00:00:02,Mapping
2046,12-Helder-Y,00:19:52,00:20:01,00:00:09,Testing
2047,12-Helder-Y,00:20:01,00:20:05,00:00:05,Mapping
2048,12-Helder-Y,00:20:05,00:20:13,00:00:08,Testing
2049,12-Helder-Y,00:20:13,00:20:17,00:00:04,Mapping
2050,12-Helder-Y,00:20:17,00:20:24,00:00:07,Testing
2051,12-Helder-Y,00:20:23,00:20:30,00:00:07,Mapping
2052,12-Helder-Y,00:20:30,00:20:52,00:00:22,Testing
2053,12-Helder-Y,00:20:52,00:20:55,00:00:04,Mapping
2054,12-Helder-Y,00:20:56,00:20:57,00:00:02,Testing
2055,12-Helder-Y,00:20:57,00:21:00,00:00:03,Mapping
2056,12-Helder-Y,00:21:00,00:21:07,00:00:07,Testing
2057,12-Helder-Y,00:21:07,00:21:14,00:00:07,Mapping
2058,12-Helder-Y,00:21:14,00:21:27,00:00:13,Testing
2059,12-Helder-Y,00:21:27,00:21:33,00:00:05,Mapping
2060,13-JoaoMarcelo-X,00:00:01,00:00:29,00:00:28,Mounting
2061,13-JoaoMarcelo-X,00:00:29,00:00:34,00:00:05,Testing
2062,13-JoaoMarcelo-X,00:00:34,00:00:59,00:00:25,Mapping
2063,13-JoaoMarcelo-X,00:00:59,00:01:07,00:00:08,Testing
2064,13-JoaoMarcelo-X,00:01:07,00:01:11,00:00:04,Mapping
2065,13-JoaoMarcelo-X,00:01:11,00:01:16,00:00:05,Mounting
2066,13-JoaoMarcelo-X,00:01:16,00:01:19,00:00:03,Mapping
2067,13-JoaoMarcelo-X,00:01:19,00:01:25,00:00:06,Testing
2068,13-JoaoMarcelo-X,00:01:25,00:01:33,00:00:08,Mapping
2069,13-JoaoMarcelo-X,00:01:33,00:01:44,00:00:10,Testing
2070,13-JoaoMarcelo-X,00:01:44,00:01:57,00:00:14,Mapping
2071,13-JoaoMarcelo-X,00:01:57,00:02:17,00:00:19,Testing
2072,13-JoaoMarcelo-X,00:02:17,00:02:23,00:00:07,Mapping
2073,13-JoaoMarcelo-X,00:02:24,00:02:32,00:00:08,Testing
2074,13-JoaoMarcelo-X,00:02:32,00:02:36,00:00:04,Mapping
2075,13-JoaoMarcelo-X,00:02:37,00:03:16,00:00:39,Testing
2076,13-JoaoMarcelo-X,00:03:16,00:03:22,00:00:07,Mounting
2077,13-JoaoMarcelo-X,00:03:23,00:03:35,00:00:12,Testing
2078,13-JoaoMarcelo-X,00:03:35,00:03:41,00:00:05,Mapping
2079,13-JoaoMarcelo-X,00:03:41,00:03:48,00:00:07,Testing
2080,13-JoaoMarcelo-X,00:03:48,00:03:54,00:00:05,Mapping
2081,13-JoaoMarcelo-X,00:03:54,00:04:00,00:00:06,Mounting
2082,13-JoaoMarcelo-X,00:04:00,00:04:07,00:00:07,Mapping
2083,13-JoaoMarcelo-X,00:04:07,00:04:20,00:00:13,Testing
2084,13-JoaoMarcelo-X,00:04:20,00:04:25,00:00:05,Mapping
2085,13-JoaoMarcelo-X,00:04:25,00:04:48,00:00:22,Testing
2086,13-JoaoMarcelo-X,00:04:48,00:05:01,00:00:14,Mapping
2087,13-JoaoMarcelo-X,00:05:02,00:05:13,00:00:11,Testing
2088,13-JoaoMarcelo-X,00:05:13,00:05:22,00:00:10,Mapping
2089,13-JoaoMarcelo-X,00:05:23,00:06:32,00:01:09,Testing
2090,13-JoaoMarcelo-X,00:06:32,00:06:38,00:00:06,Mounting
2091,13-JoaoMarcelo-X,00:06:38,00:06:46,00:00:08,Mapping
2092,13-JoaoMarcelo-X,00:06:46,00:06:55,00:00:09,Testing
2093,13-JoaoMarcelo-X,00:06:55,00:07:00,00:00:05,Mapping
2094,13-JoaoMarcelo-X,00:07:00,00:07:03,00:00:03,Testing
2095,13-JoaoMarcelo-X,00:07:03,00:07:07,00:00:04,Mapping
2096,13-JoaoMarcelo-X,00:07:07,00:07:09,00:00:02,Testing
2097,13-JoaoMarcelo-X,00:07:10,00:07:11,00:00:02,Mapping
2098,13-JoaoMarcelo-X,00:07:12,00:07:13,00:00:01,Testing
2099,13-JoaoMarcelo-X,00:07:13,00:07:31,00:00:18,Mapping
2100,13-JoaoMarcelo-X,00:07:31,00:07:39,00:00:08,Testing
2101,13-JoaoMarcelo-X,00:07:46,00:08:02,00:00:15,Testing
2102,13-JoaoMarcelo-X,00:08:02,00:08:07,00:00:05,Mapping
2103,13-JoaoMarcelo-X,00:08:07,00:08:11,00:00:04,Testing
2104,13-JoaoMarcelo-X,00:08:11,00:08:18,00:00:07,Mapping
2105,13-JoaoMarcelo-X,00:08:18,00:08:25,00:00:07,Testing
2106,13-JoaoMarcelo-X,00:08:25,00:08:29,00:00:04,Mapping
2107,13-JoaoMarcelo-X,00:08:29,00:08:32,00:00:03,Testing
2108,13-JoaoMarcelo-X,00:08:32,00:08:35,00:00:03,Mapping
2109,13-JoaoMarcelo-X,00:08:35,00:08:47,00:00:12,Testing
2110,13-JoaoMarcelo-X,00:08:47,00:08:54,00:00:07,Mapping
2111,13-JoaoMarcelo-X,00:08:54,00:09:49,00:00:55,Testing
2112,13-JoaoMarcelo-X,00:09:49,00:10:02,00:00:13,Mapping
2113,13-JoaoMarcelo-X,00:10:02,00:10:49,00:00:47,Testing
2114,13-JoaoMarcelo-X,00:10:49,00:10:52,00:00:03,Mounting
2115,13-JoaoMarcelo-X,00:10:53,00:11:14,00:00:21,Testing
2116,13-JoaoMarcelo-X,00:11:15,00:11:21,00:00:06,Mounting
2117,13-JoaoMarcelo-X,00:11:21,00:11:35,00:00:14,Mapping
2118,13-JoaoMarcelo-X,00:11:36,00:11:48,00:00:13,Testing
2119,13-JoaoMarcelo-X,00:11:48,00:12:00,00:00:12,Mapping
2120,13-JoaoMarcelo-X,00:12:01,00:12:21,00:00:21,Testing
2121,13-JoaoMarcelo-X,00:12:22,00:12:27,00:00:05,Mounting
2122,13-JoaoMarcelo-X,00:12:27,00:13:06,00:00:39,Testing
2123,13-JoaoMarcelo-X,00:13:06,00:13:16,00:00:10,Mapping
2124,13-JoaoMarcelo-X,00:13:17,00:13:31,00:00:14,Testing
2125,13-JoaoMarcelo-X,00:13:32,00:13:36,00:00:04,Mounting
2126,13-JoaoMarcelo-X,00:13:36,00:14:03,00:00:27,Testing
2127,13-JoaoMarcelo-X,00:14:03,00:14:18,00:00:14,Mapping
2128,13-JoaoMarcelo-X,00:14:18,00:14:23,00:00:05,Testing
2129,13-JoaoMarcelo-X,00:14:23,00:14:27,00:00:04,Mapping
2130,13-JoaoMarcelo-X,00:14:27,00:14:42,00:00:15,Testing
2131,13-JoaoMarcelo-X,00:14:43,00:14:49,00:00:06,Mapping
2132,13-JoaoMarcelo-X,00:14:49,00:15:27,00:00:38,Testing
2133,13-JoaoMarcelo-X,00:15:27,00:15:36,00:00:09,Mapping
2134,13-JoaoMarcelo-X,00:15:37,00:16:04,00:00:27,Testing
2135,13-JoaoMarcelo-X,00:16:05,00:16:08,00:00:04,Mounting
2136,13-JoaoMarcelo-X,00:16:10,00:16:17,00:00:07,Mapping
2137,13-JoaoMarcelo-X,00:16:17,00:16:29,00:00:12,Testing
2138,13-JoaoMarcelo-X,00:16:29,00:16:37,00:00:07,Mapping
2139,13-JoaoMarcelo-X,00:16:37,00:17:00,00:00:24,Testing
2140,13-JoaoMarcelo-X,00:17:00,00:17:04,00:00:04,Mapping
2141,13-JoaoMarcelo-X,00:17:04,00:17:07,00:00:03,Testing
2142,13-JoaoMarcelo-X,00:17:07,00:17:23,00:00:15,Mapping
2143,13-JoaoMarcelo-X,00:17:23,00:18:43,00:01:20,Testing
2144,13-JoaoMarcelo-X,00:18:44,00:18:53,00:00:10,Mapping
2145,13-JoaoMarcelo-X,00:18:53,00:19:09,00:00:16,Testing
2146,13-JoaoMarcelo-X,00:19:10,00:19:15,00:00:05,Mounting
2147,13-JoaoMarcelo-X,00:19:15,00:19:22,00:00:07,Testing
2148,13-JoaoMarcelo-X,00:19:23,00:19:43,00:00:20,Mounting
2149,13-JoaoMarcelo-X,00:19:43,00:20:01,00:00:18,Testing
2150,13-JoaoMarcelo-X,00:20:02,00:20:22,00:00:21,Mapping
2151,13-JoaoMarcelo-X,00:20:23,00:25:30,00:05:07,Testing
2152,13-JoaoMarcelo-Y,00:00:05,00:03:04,00:02:59,Mounting
2153,13-JoaoMarcelo-Y,00:03:03,00:03:12,00:00:09,Testing
2154,13-JoaoMarcelo-Y,00:03:12,00:03:24,00:00:12,Mapping
2155,13-JoaoMarcelo-Y,00:03:24,00:03:33,00:00:09,Testing
2156,13-JoaoMarcelo-Y,00:03:33,00:03:39,00:00:06,Mapping
2157,13-JoaoMarcelo-Y,00:03:39,00:03:51,00:00:12,Testing
2158,13-JoaoMarcelo-Y,00:03:51,00:03:56,00:00:04,Mapping
2159,13-JoaoMarcelo-Y,00:03:56,00:05:05,00:01:10,Mounting
2160,13-JoaoMarcelo-Y,00:05:05,00:05:23,00:00:17,Testing
2161,13-JoaoMarcelo-Y,00:05:22,00:05:26,00:00:04,Mapping
2162,13-JoaoMarcelo-Y,00:05:26,00:05:37,00:00:11,Testing
2163,13-JoaoMarcelo-Y,00:05:37,00:06:51,00:01:14,Mounting
2164,13-JoaoMarcelo-Y,00:06:51,00:06:55,00:00:04,Testing
2165,13-JoaoMarcelo-Y,00:06:54,00:07:11,00:00:17,Mapping
2166,13-JoaoMarcelo-Y,00:07:12,00:07:18,00:00:06,Testing
2167,13-JoaoMarcelo-Y,00:07:18,00:07:40,00:00:22,Mounting
2168,13-JoaoMarcelo-Y,00:07:40,00:07:42,00:00:02,Testing
2169,13-JoaoMarcelo-Y,00:07:42,00:07:48,00:00:07,Mapping
2170,13-JoaoMarcelo-Y,00:07:48,00:07:53,00:00:05,Testing
2171,13-JoaoMarcelo-Y,00:07:53,00:07:59,00:00:06,Mapping
2172,13-JoaoMarcelo-Y,00:07:59,00:08:31,00:00:32,Testing
2173,13-JoaoMarcelo-Y,00:08:31,00:09:24,00:00:53,Mounting
2174,13-JoaoMarcelo-Y,00:09:24,00:09:48,00:00:24,Mapping
2175,13-JoaoMarcelo-Y,00:09:49,00:09:57,00:00:08,Testing
2176,13-JoaoMarcelo-Y,00:09:57,00:10:11,00:00:15,Mapping
2177,13-JoaoMarcelo-Y,00:10:11,00:10:17,00:00:06,Testing
2178,13-JoaoMarcelo-Y,00:10:17,00:10:53,00:00:36,Mapping
2179,13-JoaoMarcelo-Y,00:10:53,00:12:25,00:01:32,Mounting
2180,13-JoaoMarcelo-Y,00:12:26,00:12:30,00:00:05,Testing
2181,13-JoaoMarcelo-Y,00:12:30,00:12:39,00:00:09,Mapping
2182,13-JoaoMarcelo-Y,00:12:38,00:13:10,00:00:32,Testing
2183,13-JoaoMarcelo-Y,00:13:10,00:13:21,00:00:11,Mapping
2184,13-JoaoMarcelo-Y,00:13:21,00:13:40,00:00:19,Testing
2185,13-JoaoMarcelo-Y,00:13:40,00:13:53,00:00:13,Mapping
2186,13-JoaoMarcelo-Y,00:13:53,00:14:46,00:00:53,Testing
2187,13-JoaoMarcelo-Y,00:14:46,00:15:46,00:01:00,Mapping
2188,13-JoaoMarcelo-Y,00:15:46,00:15:51,00:00:05,Testing
2189,13-JoaoMarcelo-Y,00:15:50,00:16:18,00:00:27,Mapping
2190,13-JoaoMarcelo-Y,00:16:18,00:16:29,00:00:12,Testing
2191,13-JoaoMarcelo-Y,00:16:29,00:16:33,00:00:04,Mapping
2192,13-JoaoMarcelo-Y,00:16:33,00:16:36,00:00:02,Testing
2193,13-JoaoMarcelo-Y,00:16:36,00:16:42,00:00:06,Mapping
2194,13-JoaoMarcelo-Y,00:16:42,00:16:45,00:00:03,Testing
2195,13-JoaoMarcelo-Y,00:16:45,00:16:56,00:00:11,Mapping
2196,13-JoaoMarcelo-Y,00:16:56,00:17:04,00:00:08,Testing
2197,13-JoaoMarcelo-Y,00:17:04,00:17:14,00:00:10,Mapping
2198,13-JoaoMarcelo-Y,00:17:14,00:17:24,00:00:09,Testing
2199,13-JoaoMarcelo-Y,00:17:24,00:17:33,00:00:09,Mapping
2200,13-JoaoMarcelo-Y,00:17:33,00:17:52,00:00:19,Testing
2201,13-JoaoMarcelo-Y,00:17:52,00:18:11,00:00:19,Mapping
2202,13-JoaoMarcelo-Y,00:18:11,00:18:27,00:00:16,Testing
2203,13-JoaoMarcelo-Y,00:18:27,00:18:52,00:00:24,Mapping
2204,13-JoaoMarcelo-Y,00:18:52,00:19:35,00:00:43,Testing
2205,13-JoaoMarcelo-Y,00:19:35,00:19:50,00:00:15,Mapping
2206,13-JoaoMarcelo-Y,00:19:50,00:20:01,00:00:11,Testing
2207,13-JoaoMarcelo-Y,00:20:02,00:20:21,00:00:20,Mapping
2208,13-JoaoMarcelo-Y,00:20:21,00:20:51,00:00:30,Testing
2209,13-JoaoMarcelo-Y,00:20:51,00:21:01,00:00:10,Planning
2210,13-JoaoMarcelo-Y,00:21:01,00:21:14,00:00:13,Testing
2211,13-JoaoMarcelo-Y,00:21:14,00:21:39,00:00:25,Mapping
2212,13-JoaoMarcelo-Y,00:21:39,00:21:48,00:00:09,Testing
2213,13-JoaoMarcelo-Y,00:21:48,00:22:26,00:00:39,Mapping
2214,13-JoaoMarcelo-Y,00:22:26,00:22:31,00:00:05,Testing
2215,13-JoaoMarcelo-Y,00:22:31,00:22:34,00:00:03,Mapping
2216,13-JoaoMarcelo-Y,00:22:34,00:22:38,00:00:04,Testing
2217,13-JoaoMarcelo-Y,00:22:38,00:22:50,00:00:12,Mapping
2218,13-JoaoMarcelo-Y,00:22:50,00:23:05,00:00:15,Testing
2219,13-JoaoMarcelo-Y,00:23:05,00:23:18,00:00:13,Mapping
2220,13-JoaoMarcelo-Y,00:23:18,00:24:09,00:00:51,Testing
2221,13-JoaoMarcelo-Y,00:24:09,00:24:25,00:00:16,Mapping
2222,13-JoaoMarcelo-Y,00:24:25,00:25:30,00:01:05,Mounting
2223,14-Leo-X,00:00:10,00:00:26,00:00:16,Mounting
2224,14-Leo-X,00:00:26,00:00:48,00:00:23,Mapping
2225,14-Leo-X,00:00:48,00:00:58,00:00:10,Testing
2226,14-Leo-X,00:00:58,00:01:08,00:00:10,Mounting
2227,14-Leo-X,00:01:08,00:01:23,00:00:14,Mapping
2228,14-Leo-X,00:01:23,00:01:24,00:00:02,Testing
2229,14-Leo-X,00:01:24,00:01:26,00:00:02,Mapping
2230,14-Leo-X,00:01:26,00:01:29,00:00:03,Testing
2231,14-Leo-X,00:01:29,00:01:33,00:00:04,Mapping
2232,14-Leo-X,00:01:33,00:01:41,00:00:08,Testing
2233,14-Leo-X,00:01:41,00:01:49,00:00:09,Mapping
2234,14-Leo-X,00:01:49,00:01:52,00:00:03,Testing
2235,14-Leo-X,00:01:52,00:01:54,00:00:02,Mapping
2236,14-Leo-X,00:01:54,00:02:02,00:00:08,Consulting
2237,14-Leo-X,00:02:02,00:02:09,00:00:07,Mapping
2238,14-Leo-X,00:02:09,00:02:18,00:00:09,Testing
2239,14-Leo-X,00:02:18,00:02:29,00:00:11,Mapping
2240,14-Leo-X,00:02:29,00:02:38,00:00:09,Mounting
2241,14-Leo-X,00:02:38,00:02:46,00:00:08,Mapping
2242,14-Leo-X,00:02:46,00:03:25,00:00:38,Testing
2243,14-Leo-X,00:03:25,00:03:35,00:00:10,Planning
2244,14-Leo-X,00:03:35,00:03:40,00:00:06,Mapping
2245,14-Leo-X,00:03:40,00:03:43,00:00:03,Testing
2246,14-Leo-X,00:03:43,00:03:51,00:00:08,Mounting
2247,14-Leo-X,00:03:51,00:04:04,00:00:13,Mapping
2248,14-Leo-X,00:04:04,00:04:37,00:00:33,Testing
2249,14-Leo-X,00:04:37,00:04:40,00:00:04,Mounting
2250,14-Leo-X,00:04:40,00:04:57,00:00:17,Consulting
2251,14-Leo-X,00:04:57,00:05:02,00:00:05,Testing
2252,14-Leo-X,00:05:02,00:05:18,00:00:16,Mounting
2253,14-Leo-X,00:05:18,00:05:34,00:00:16,Mapping
2254,14-Leo-X,00:05:34,00:05:36,00:00:02,Testing
2255,14-Leo-X,00:05:36,00:05:39,00:00:03,Mapping
2256,14-Leo-X,00:05:39,00:05:43,00:00:04,Testing
2257,14-Leo-X,00:05:43,00:05:55,00:00:12,Mapping
2258,14-Leo-X,00:05:55,00:06:01,00:00:06,Testing
2259,14-Leo-X,00:06:01,00:06:20,00:00:19,Mapping
2260,14-Leo-X,00:06:20,00:06:26,00:00:06,Testing
2261,14-Leo-X,00:06:26,00:06:38,00:00:12,Mounting
2262,14-Leo-X,00:06:38,00:06:44,00:00:06,Mapping
2263,14-Leo-X,00:06:44,00:07:46,00:01:02,Testing
2264,14-Leo-X,00:07:46,00:08:17,00:00:31,Mapping
2265,14-Leo-X,00:08:17,00:08:36,00:00:20,Testing
2266,14-Leo-X,00:08:36,00:08:38,00:00:02,Mounting
2267,14-Leo-X,00:08:38,00:08:56,00:00:17,Testing
2268,14-Leo-X,00:08:56,00:08:59,00:00:03,Mounting
2269,14-Leo-X,00:08:59,00:09:06,00:00:07,Testing
2270,14-Leo-X,00:09:06,00:09:11,00:00:04,Mapping
2271,14-Leo-X,00:09:11,00:09:15,00:00:05,Planning
2272,14-Leo-X,00:09:16,00:09:24,00:00:08,Consulting
2273,14-Leo-X,00:09:24,00:09:35,00:00:11,Mapping
2274,14-Leo-X,00:09:35,00:09:40,00:00:05,Testing
2275,14-Leo-X,00:09:40,00:09:46,00:00:06,Mapping
2276,14-Leo-X,00:09:46,00:09:57,00:00:11,Testing
2277,14-Leo-X,00:09:57,00:10:20,00:00:23,Mapping
2278,14-Leo-X,00:10:20,00:10:34,00:00:14,Testing
2279,14-Leo-X,00:10:34,00:10:39,00:00:06,Mapping
2280,14-Leo-X,00:10:39,00:10:43,00:00:04,Testing
2281,14-Leo-X,00:10:43,00:10:47,00:00:03,Mapping
2282,14-Leo-X,00:10:47,00:10:51,00:00:04,Testing
2283,14-Leo-X,00:10:51,00:11:07,00:00:16,Consulting
2284,14-Leo-X,00:11:07,00:11:10,00:00:03,Mapping
2285,14-Leo-X,00:11:10,00:11:49,00:00:39,Testing
2286,14-Leo-X,00:11:49,00:12:19,00:00:30,Consulting
2287,14-Leo-X,00:12:19,00:12:24,00:00:05,Testing
2288,14-Leo-X,00:12:24,00:12:26,00:00:02,Mapping
2289,14-Leo-X,00:12:26,00:12:35,00:00:09,Mounting
2290,14-Leo-X,00:12:35,00:12:38,00:00:02,Consulting
2291,14-Leo-X,00:12:38,00:12:46,00:00:08,Mounting
2292,14-Leo-X,00:12:46,00:12:56,00:00:10,Mapping
2293,14-Leo-X,00:12:56,00:13:02,00:00:07,Testing
2294,14-Leo-X,00:13:02,00:13:26,00:00:24,Mapping
2295,14-Leo-X,00:13:27,00:14:34,00:01:08,Testing
2296,14-Leo-X,00:14:34,00:15:08,00:00:34,Mounting
2297,14-Leo-X,00:15:08,00:15:48,00:00:39,Mapping
2298,14-Leo-X,00:15:48,00:16:03,00:00:15,Testing
2299,14-Leo-X,00:16:03,00:16:19,00:00:16,Consulting
2300,14-Leo-X,00:16:19,00:16:46,00:00:27,Testing
2301,14-Leo-X,00:16:46,00:16:49,00:00:03,Mounting
2302,14-Leo-X,00:16:50,00:17:07,00:00:17,Mapping
2303,14-Leo-X,00:17:07,00:17:16,00:00:09,Testing
2304,14-Leo-X,00:17:16,00:17:23,00:00:07,Mapping
2305,14-Leo-X,00:17:23,00:17:34,00:00:11,Testing
2306,14-Leo-X,00:17:34,00:17:41,00:00:07,Mapping
2307,14-Leo-X,00:17:41,00:18:03,00:00:22,Testing
2308,14-Leo-X,00:18:03,00:18:18,00:00:15,Mapping
2309,14-Leo-X,00:18:18,00:18:18,00:00:01,Testing
2310,14-Leo-X,00:18:19,00:18:21,00:00:03,Mapping
2311,14-Leo-X,00:18:21,00:18:28,00:00:07,Testing
2312,14-Leo-X,00:18:28,00:18:32,00:00:05,Mapping
2313,14-Leo-X,00:18:33,00:18:37,00:00:04,Testing
2314,14-Leo-X,00:18:37,00:18:39,00:00:02,Mapping
2315,14-Leo-X,00:18:39,00:18:52,00:00:14,Testing
2316,14-Leo-X,00:18:53,00:19:32,00:00:40,Consulting
2317,14-Leo-X,00:19:33,00:19:47,00:00:15,Testing
2318,14-Leo-X,00:19:48,00:20:16,00:00:29,Mapping
2319,14-Leo-X,00:20:16,00:20:22,00:00:06,Testing
2320,14-Leo-X,00:20:22,00:20:27,00:00:05,Mapping
2321,14-Leo-X,00:20:27,00:21:32,00:01:05,Testing
2322,14-Leo-X,00:21:32,00:21:36,00:00:04,Mounting
2323,14-Leo-X,00:21:37,00:21:40,00:00:03,Planning
2324,14-Leo-X,00:21:40,00:21:43,00:00:04,Mounting
2325,14-Leo-X,00:21:44,00:21:49,00:00:05,Planning
2326,14-Leo-X,00:21:49,00:21:56,00:00:07,Mounting
2327,14-Leo-X,00:21:56,00:22:12,00:00:16,Mapping
2328,14-Leo-X,00:22:13,00:22:25,00:00:12,Testing
2329,14-Leo-X,00:22:24,00:22:34,00:00:09,Planning
2330,14-Leo-X,00:22:34,00:22:37,00:00:03,Mounting
2331,14-Leo-X,00:22:37,00:23:05,00:00:28,Mapping
2332,14-Leo-X,00:23:05,00:25:27,00:02:23,Testing
2333,14-Leo-X,00:25:28,00:25:31,00:00:03,Mounting
2334,14-Leo-Y,00:00:19,00:02:25,00:02:06,Mounting
2335,14-Leo-Y,00:02:25,00:02:40,00:00:16,Consulting
2336,14-Leo-Y,00:02:41,00:02:51,00:00:11,Mapping
2337,14-Leo-Y,00:02:51,00:02:57,00:00:06,Testing
2338,14-Leo-Y,00:02:57,00:03:01,00:00:04,Mapping
2339,14-Leo-Y,00:03:01,00:03:11,00:00:10,Testing
2340,14-Leo-Y,00:03:11,00:03:13,00:00:02,Mapping
2341,14-Leo-Y,00:03:13,00:03:22,00:00:09,Testing
2342,14-Leo-Y,00:03:22,00:03:41,00:00:19,Mapping
2343,14-Leo-Y,00:03:40,00:03:54,00:00:13,Testing
2344,14-Leo-Y,00:03:54,00:04:15,00:00:21,Consulting
2345,14-Leo-Y,00:04:15,00:06:18,00:02:03,Mounting
2346,14-Leo-Y,00:06:18,00:06:29,00:00:10,Mapping
2347,14-Leo-Y,00:06:29,00:06:34,00:00:05,Testing
2348,14-Leo-Y,00:06:34,00:06:40,00:00:06,Mapping
2349,14-Leo-Y,00:06:40,00:06:48,00:00:09,Testing
2350,14-Leo-Y,00:06:48,00:06:55,00:00:07,Mapping
2351,14-Leo-Y,00:06:55,00:07:04,00:00:09,Testing
2352,14-Leo-Y,00:07:04,00:08:08,00:01:04,Mounting
2353,14-Leo-Y,00:08:08,00:08:14,00:00:06,Mapping
2354,14-Leo-Y,00:08:14,00:09:13,00:00:59,Testing
2355,14-Leo-Y,00:09:13,00:09:22,00:00:09,Planning
2356,14-Leo-Y,00:09:22,00:10:46,00:01:24,Mounting
2357,14-Leo-Y,00:10:46,00:11:25,00:00:39,Mapping
2358,14-Leo-Y,00:11:25,00:12:22,00:00:57,Testing
2359,14-Leo-Y,00:12:22,00:12:32,00:00:10,Mapping
2360,14-Leo-Y,00:12:31,00:13:05,00:00:34,Testing
2361,14-Leo-Y,00:13:05,00:13:19,00:00:14,Mapping
2362,14-Leo-Y,00:13:19,00:13:36,00:00:17,Testing
2363,14-Leo-Y,00:13:36,00:13:43,00:00:07,Mapping
2364,14-Leo-Y,00:13:43,00:14:07,00:00:24,Testing
2365,14-Leo-Y,00:14:07,00:15:42,00:01:35,Mounting
2366,14-Leo-Y,00:15:42,00:15:58,00:00:16,Mapping
2367,14-Leo-Y,00:15:58,00:16:14,00:00:16,Consulting
2368,14-Leo-Y,00:16:14,00:16:24,00:00:10,Mapping
2369,14-Leo-Y,00:16:24,00:17:15,00:00:51,Testing
2370,14-Leo-Y,00:17:15,00:19:09,00:01:54,Mounting
2371,14-Leo-Y,00:19:09,00:19:13,00:00:04,Testing
2372,14-Leo-Y,00:19:13,00:19:22,00:00:09,Mapping
2373,14-Leo-Y,00:19:22,00:19:35,00:00:13,Testing
2374,14-Leo-Y,00:19:35,00:19:38,00:00:03,Mapping
2375,14-Leo-Y,00:19:38,00:19:48,00:00:10,Testing
2376,14-Leo-Y,00:19:48,00:20:03,00:00:15,Consulting
2377,14-Leo-Y,00:20:03,00:20:18,00:00:15,Testing
2378,14-Leo-Y,00:20:18,00:20:25,00:00:07,Mapping
2379,14-Leo-Y,00:20:26,00:21:09,00:00:43,Testing
2380,14-Leo-Y,00:21:09,00:21:22,00:00:13,Mapping
2381,14-Leo-Y,00:21:23,00:21:58,00:00:36,Testing
2382,14-Leo-Y,00:21:58,00:22:04,00:00:06,Mounting
2383,14-Leo-Y,00:22:05,00:22:11,00:00:07,Consulting
2384,14-Leo-Y,00:22:11,00:24:04,00:01:52,Mounting
2385,14-Leo-Y,00:24:04,00:24:29,00:00:26,Mapping
2386,14-Leo-Y,00:24:29,00:24:38,00:00:09,Testing
2387,14-Leo-Y,00:24:38,00:24:49,00:00:11,Mapping
2388,14-Leo-Y,00:24:49,00:25:15,00:00:26,Testing
2389,14-Leo-Y,00:25:15,00:25:28,00:00:13,Mapping
2390,15-Andre-X,00:00:00,00:00:10,00:00:10,Mounting
2391,15-Andre-X,00:00:09,00:00:43,00:00:34,Mapping
2392,15-Andre-X,00:00:43,00:01:03,00:00:20,Testing
2393,15-Andre-X,00:01:03,00:01:25,00:00:21,Consulting
2394,15-Andre-X,00:01:25,00:02:36,00:01:11,Testing
2395,15-Andre-X,00:02:36,00:03:09,00:00:33,Mapping
2396,15-Andre-X,00:03:10,00:03:15,00:00:06,Testing
2397,15-Andre-X,00:03:15,00:03:29,00:00:14,Mapping
2398,15-Andre-X,00:03:29,00:04:10,00:00:41,Testing
2399,15-Andre-X,00:04:10,00:04:23,00:00:13,Mounting
2400,15-Andre-X,00:04:23,00:04:48,00:00:25,Mapping
2401,15-Andre-X,00:04:49,00:06:01,00:01:13,Testing
2402,15-Andre-X,00:06:01,00:06:15,00:00:14,Mounting
2403,15-Andre-X,00:06:15,00:06:26,00:00:11,Mapping
2404,15-Andre-X,00:06:27,00:06:43,00:00:17,Testing
2405,15-Andre-X,00:06:43,00:06:59,00:00:15,Mapping
2406,15-Andre-X,00:06:59,00:07:11,00:00:12,Testing
2407,15-Andre-X,00:07:11,00:07:17,00:00:06,Mapping
2408,15-Andre-X,00:07:17,00:07:20,00:00:03,Testing
2409,15-Andre-X,00:07:20,00:07:27,00:00:07,Mapping
2410,15-Andre-X,00:07:27,00:08:12,00:00:45,Testing
2411,15-Andre-X,00:08:12,00:08:17,00:00:05,Mapping
2412,15-Andre-X,00:08:17,00:08:34,00:00:17,Testing
2413,15-Andre-X,00:08:34,00:08:37,00:00:03,Mapping
2414,15-Andre-X,00:08:37,00:09:00,00:00:23,Testing
2415,15-Andre-X,00:09:01,00:09:05,00:00:04,Mounting
2416,15-Andre-X,00:09:06,00:09:11,00:00:05,Mapping
